gender,area,qualification,income,marital_status,vintage,claim_amount,num_policies,policy,type_of_policy,cltv
Male,Urban,Bachelor,9.8,1,1,0.0,More than 1,A,Gold,185736
Male,Urban,Bachelor,6.02,0,2,4032.0,More than 1,B,Platinum,247872
Female,Urban,High School,4.06,1,4,4827.0,1,,Platinum,30492
Female,Rural,High School,6.14,1,7,2647.0,More than 1,A,Platinum,64716
Female,Rural,High School,7.88,1,6,0.0,More than 1,A,Gold,67140
Female,Rural,Others,14.72,1,1,0.0,More than 1,A,Gold,100848
Female,Urban,Bachelor,2.6,1,5,5214.0,More than 1,A,Platinum,32712
Male,Urban,High School,90.51,1,2,3640.0,1,A,Gold,47616
Female,Urban,Bachelor,4.18,0,8,3474.0,More than 1,A,Silver,97272
Female,Urban,Bachelor,3.24,1,6,5874.0,More than 1,C,Gold,68628
Female,Urban,Bachelor,4.48,1,6,6230.0,More than 1,,Platinum,62076
Female,Urban,Bachelor,3.53,0,3,6195.0,More than 1,A,Gold,143508
Male,Urban,Bachelor,6.38,0,7,3770.0,More than 1,B,Platinum,60264
Male,Rural,Bachelor,3.31,1,5,3440.0,1,A,Platinum,52440
Female,Rural,High School,,0,6,2234.0,More than 1,B,Platinum,55680
Female,Urban,Bachelor,5.24,0,2,6755.0,More than 1,A,Platinum,49944
Male,Rural,High School,7.85,1,2,3279.0,1,,Silver,33732
Female,Urban,Bachelor,,0,1,4614.0,More than 1,B,Platinum,259584
Male,Urban,High School,84.48,1,6,5811.0,More than 1,A,Platinum,96648
Female,Urban,Bachelor,,1,4,2081.0,1,A,Silver,59016
Female,Urban,High School,9.15,0,5,6336.0,1,A,Platinum,52980
Male,Rural,Bachelor,7.15,0,4,0.0,1,A,Platinum,49704
Female,Rural,Bachelor,61.75,0,1,2476.0,1,B,Silver,33924
Male,Urban,Bachelor,8.22,0,8,11322.0,More than 1,A,Gold,279984
Male,Urban,High School,5.58,0,4,6266.0,More than 1,,Platinum,355032
Male,Urban,High School,9.51,0,7,5233.0,More than 1,A,Platinum,327144
Male,Urban,Bachelor,3.35,0,3,4281.0,More than 1,B,Gold,126060
Male,Rural,High School,,0,2,2784.0,1,B,Platinum,61020
Female,Rural,High School,0.61,1,3,0.0,More than 1,A,Platinum,95220
Male,Rural,High School,8.84,1,6,0.0,More than 1,A,Gold,98424
Female,Urban,Bachelor,2.78,0,6,0.0,1,A,Platinum,35220
Female,Urban,Bachelor,8.21,1,7,2682.0,More than 1,A,Platinum,63864
Female,Rural,High School,8.63,1,2,2166.0,More than 1,B,Silver,535932
Male,Urban,Bachelor,7.13,0,4,5059.0,More than 1,B,Platinum,153600
Female,,Bachelor,6.11,0,6,,1,A,Silver,36888
Male,Urban,Bachelor,4.47,0,3,5679.0,More than 1,B,Platinum,113160
Female,Urban,Others,4.61,0,5,0.0,1,B,Platinum,58056
Female,Rural,Bachelor,,1,1,0.0,1,A,Platinum,32592
Male,Urban,Bachelor,13.12,0,1,10053.0,More than 1,A,Platinum,118224
Female,Rural,High School,9.61,0,8,5618.0,More than 1,A,Gold,547116
Female,Urban,Bachelor,5.16,1,3,3961.0,More than 1,A,Platinum,109404
Male,Rural,Bachelor,9.61,1,2,0.0,More than 1,B,Platinum,183900
Male,Urban,Others,8.62,0,6,6278.0,1,A,Platinum,72600
Male,Urban,Bachelor,3.4,0,3,4695.0,1,B,Silver,67008
Male,Urban,Bachelor,9.92,1,6,3826.0,More than 1,B,Platinum,35580
Male,Rural,Bachelor,,1,0,5658.0,1,,Platinum,31476
Male,Rural,Bachelor,3.07,1,3,4952.0,More than 1,B,Platinum,66876
Male,Urban,High School,,1,6,0.0,More than 1,B,Silver,68592
Male,Urban,High School,80.87,0,1,4031.0,More than 1,A,Platinum,213048
Male,Urban,High School,2.07,0,7,,More than 1,A,Platinum,348912
Female,Urban,High School,5.28,1,3,4217.0,More than 1,A,Gold,96156
Female,Urban,High School,0.99,0,5,3958.0,More than 1,B,Gold,453624
Male,Urban,High School,8.61,1,7,5550.0,1,A,Platinum,30612
Female,Rural,Bachelor,26.55,1,5,0.0,1,A,Silver,38004
Male,Rural,High School,8.85,1,1,3588.0,More than 1,A,Gold,96840
Male,Urban,High School,79.04,1,7,3378.0,More than 1,A,Platinum,58692
Female,Rural,Bachelor,59.96,1,1,3034.0,More than 1,A,Platinum,50928
Male,Urban,High School,7.96,1,6,3972.0,More than 1,A,Gold,192024
Male,Urban,High School,9.45,1,6,5235.0,1,A,Silver,59220
Male,Urban,High School,7.6,0,1,11929.0,More than 1,A,Platinum,66252
Male,Urban,High School,3.72,0,2,7933.0,More than 1,B,Platinum,60696
Male,Rural,High School,9.07,0,1,6582.0,1,B,Platinum,61260
Female,Urban,Bachelor,5.12,1,6,2965.0,More than 1,C,Silver,72636
Female,Urban,High School,,1,1,7293.0,More than 1,A,Platinum,149316
Female,Urban,High School,5.19,1,5,4217.0,More than 1,A,Platinum,379224
Male,Rural,Bachelor,10.31,1,6,4340.0,More than 1,C,Platinum,93228
Female,Rural,High School,9.73,0,1,3900.0,1,A,Silver,69624
Female,Urban,Bachelor,26.69,0,6,4089.0,More than 1,A,Platinum,108420
Female,Urban,High School,9.04,0,6,3104.0,More than 1,B,Gold,554976
Male,Urban,Bachelor,4.0,1,8,5618.0,1,A,Silver,31692
Male,Rural,Bachelor,,1,7,2850.0,More than 1,B,Platinum,264096
Male,Urban,High School,5.08,1,0,4055.0,1,A,Gold,182124
Male,Urban,High School,2.35,0,7,5572.0,More than 1,C,Platinum,135804
Female,Urban,High School,7.59,0,5,5844.0,1,A,Platinum,54432
Female,Urban,Bachelor,9.15,1,0,4780.0,More than 1,A,Platinum,57852
Female,Rural,High School,71.12,0,5,0.0,More than 1,B,Gold,60804
Male,Rural,Bachelor,6.53,1,5,0.0,More than 1,C,Gold,68400
Female,Rural,High School,2.01,1,7,10440.0,More than 1,A,Platinum,29268
Male,Urban,High School,2.45,1,8,4369.0,1,C,Silver,66408
Male,Urban,High School,9.26,0,7,3931.0,More than 1,A,Platinum,64560
Male,Rural,Bachelor,89.65,0,6,0.0,1,B,Platinum,33324
Female,Urban,High School,7.83,0,0,0.0,1,A,Silver,56796
Female,Urban,Bachelor,9.97,0,4,6402.0,1,C,Silver,34524
Female,Urban,High School,7.94,1,6,5017.0,More than 1,C,Gold,64332
Male,Urban,High School,3.63,0,4,5105.0,1,A,Platinum,47724
Male,Rural,Bachelor,23.85,1,6,4368.0,More than 1,A,Gold,289320
Male,Urban,Bachelor,8.66,0,6,3876.0,1,A,Platinum,48360
Female,Rural,Others,96.7,1,6,2531.0,More than 1,B,Platinum,58176
Female,Rural,Bachelor,8.78,1,6,0.0,1,A,Silver,58308
Female,Rural,High School,6.38,1,2,0.0,More than 1,B,Silver,93288
Male,Urban,High School,2.84,0,4,7977.0,More than 1,A,Platinum,162768
Male,Urban,Bachelor,7.09,0,8,0.0,1,B,Platinum,58140
Female,Urban,Bachelor,3.11,1,1,6813.0,More than 1,A,Silver,107640
Female,Rural,Bachelor,7.25,0,7,0.0,More than 1,B,Platinum,67788
Female,Rural,High School,78.47,1,5,0.0,1,B,Platinum,34416
Male,,Bachelor,8.56,0,6,3997.0,More than 1,A,Platinum,96144
Female,Urban,High School,9.45,1,6,3141.0,More than 1,A,Platinum,116064
Male,Urban,High School,6.98,0,0,,More than 1,B,Platinum,64248
Male,Urban,Bachelor,7.89,1,6,0.0,More than 1,A,Platinum,151728
Female,Urban,Bachelor,8.56,1,2,7248.0,More than 1,A,Platinum,108672
Male,Urban,Bachelor,8.49,0,7,9226.0,More than 1,A,Gold,73944
Female,Urban,High School,4.25,1,3,,1,B,Silver,36636
Female,Urban,High School,8.97,1,0,6943.0,More than 1,A,Silver,59628
Female,Urban,High School,2.72,1,6,4970.0,1,A,Gold,36792
Male,Urban,Bachelor,8.02,1,4,5861.0,1,A,Platinum,59916
Female,Urban,High School,6.77,1,6,4452.0,More than 1,A,Platinum,67284
Female,Urban,Bachelor,5.22,1,6,5593.0,1,A,Platinum,67800
Female,Urban,High School,3.18,1,2,6126.0,More than 1,B,Platinum,111012
Male,Urban,Bachelor,7.11,1,8,0.0,More than 1,A,Platinum,53160
Male,Rural,High School,5.73,1,0,3974.0,More than 1,A,Platinum,108084
Female,Rural,High School,6.2,1,3,4350.0,1,A,Platinum,302328
Male,,High School,5.45,0,3,9321.0,1,A,Platinum,60864
Male,Urban,High School,,1,7,3757.0,1,A,Silver,61104
Male,Urban,Bachelor,59.75,1,5,2197.0,More than 1,C,Gold,64572
Male,Urban,High School,4.75,1,6,2298.0,More than 1,B,Gold,61872
Female,Urban,High School,7.53,0,0,6120.0,More than 1,A,Platinum,385872
Male,Rural,High School,3.77,0,6,2074.0,1,B,Platinum,54396
Male,Urban,Bachelor,,1,6,5817.0,More than 1,A,Silver,63120
Male,Urban,High School,5.11,0,6,2920.0,1,A,Silver,29700
Female,Urban,High School,7.73,0,6,5720.0,1,A,Platinum,58776
Male,Urban,Bachelor,,1,4,4289.0,1,A,Gold,31428
Female,Urban,Bachelor,4.03,1,6,3699.0,More than 1,A,Silver,347232
Female,Urban,Bachelor,6.77,1,6,8211.0,More than 1,A,Platinum,96828
Female,Urban,Bachelor,4.46,0,3,5434.0,More than 1,B,Gold,208776
Female,Urban,Bachelor,4.24,0,6,5630.0,1,A,Platinum,60000
Female,Rural,Bachelor,66.78,0,8,0.0,More than 1,C,Gold,70560
Female,Rural,High School,47.3,1,8,4104.0,More than 1,B,Silver,60900
Female,Urban,High School,9.71,1,4,0.0,More than 1,A,Platinum,99888
Female,Urban,High School,6.68,0,7,5238.0,1,A,Silver,49692
Male,Rural,Others,64.35,0,6,0.0,1,B,Silver,30540
Male,Urban,Bachelor,93.57,1,8,3769.0,1,A,Gold,32832
Female,Urban,High School,7.88,0,7,4540.0,1,B,Silver,37584
Female,Urban,Others,9.38,1,4,8491.0,More than 1,,Gold,333132
Male,Urban,High School,7.97,1,1,2370.0,More than 1,C,Gold,61488
Female,Urban,Bachelor,2.91,1,4,5746.0,More than 1,A,Gold,57048
Male,Rural,Bachelor,5.55,0,5,0.0,1,B,Gold,34008
Male,Rural,Others,7.14,1,4,0.0,More than 1,C,Gold,32316
Female,Urban,High School,5.34,0,6,6166.0,More than 1,A,Platinum,65580
Male,Rural,High School,22.7,1,1,0.0,1,B,Platinum,32304
Male,Urban,High School,3.54,1,4,2788.0,1,A,Silver,34308
Male,Rural,High School,9.4,1,8,0.0,1,B,Platinum,58008
Female,Urban,Bachelor,,1,6,2978.0,1,A,Platinum,67824
Male,Urban,Bachelor,5.43,1,8,2475.0,More than 1,A,Silver,68388
Male,Urban,High School,68.64,1,5,5611.0,1,A,Gold,88764
Female,,Bachelor,80.67,0,0,5838.0,1,A,Platinum,30300
Male,Urban,Bachelor,3.91,0,6,6908.0,More than 1,A,Gold,370440
Female,Rural,Bachelor,9.2,0,7,,More than 1,B,Platinum,65772
Male,Rural,Bachelor,3.17,1,6,7661.0,More than 1,B,Silver,57300
Male,Urban,Bachelor,6.58,1,4,4622.0,1,C,Silver,65256
Female,Urban,High School,85.54,0,1,6361.0,More than 1,A,Platinum,90084
Male,,High School,2.26,1,4,3350.0,More than 1,B,Gold,60756
Female,Rural,Bachelor,9.41,0,7,0.0,1,B,Silver,36228
Male,Urban,Bachelor,5.41,1,1,5195.0,1,A,Gold,53388
Male,Urban,Bachelor,2.67,1,3,3421.0,1,B,Silver,32172
Male,Urban,Bachelor,8.67,0,3,6284.0,More than 1,A,Platinum,65436
Male,Rural,Bachelor,8.8,1,3,5096.0,More than 1,B,Platinum,75264
Female,Urban,Bachelor,6.71,0,1,3930.0,More than 1,A,Platinum,207456
Male,Urban,High School,2.08,1,5,5907.0,1,B,Gold,72744
Male,Urban,Bachelor,5.64,1,0,2324.0,1,A,Gold,27420
Female,Urban,High School,6.15,1,6,3818.0,1,A,Platinum,34392
Female,Rural,High School,7.7,0,0,4956.0,1,A,Platinum,31524
Female,Urban,High School,97.76,0,4,0.0,More than 1,A,Gold,67788
Male,Urban,Others,24.96,0,8,10539.0,More than 1,B,Silver,65400
Female,Rural,Bachelor,50.64,1,7,3085.0,More than 1,A,Platinum,104112
Female,Rural,High School,21.74,1,7,0.0,More than 1,A,Platinum,103956
Male,Rural,High School,9.34,1,5,3835.0,More than 1,C,Platinum,65820
Male,Urban,Bachelor,8.63,0,4,6613.0,More than 1,A,Platinum,166116
Female,Urban,Bachelor,2.9,0,6,4726.0,More than 1,A,Silver,158700
Male,Rural,Bachelor,5.93,0,3,3551.0,More than 1,A,Platinum,101916
Female,Rural,Bachelor,9.66,1,6,3585.0,More than 1,B,Platinum,62784
Female,Rural,High School,9.24,1,1,4349.0,1,A,Platinum,76056
Female,Urban,Bachelor,3.13,1,5,5268.0,More than 1,A,Gold,174228
Female,Urban,High School,9.6,0,4,2387.0,More than 1,C,Platinum,369468
Female,Urban,High School,7.71,0,5,4007.0,More than 1,A,Platinum,116040
Female,Rural,Bachelor,5.49,0,5,0.0,More than 1,B,Platinum,60360
Male,Urban,Bachelor,3.54,0,5,5411.0,More than 1,B,Gold,71616
Female,Urban,High School,8.94,1,5,5306.0,More than 1,A,Platinum,61668
Male,Urban,Bachelor,5.32,1,5,2227.0,More than 1,B,Platinum,119868
Female,Urban,High School,,0,5,6612.0,More than 1,B,Silver,49332
Male,Urban,High School,9.0,1,4,6283.0,1,A,Silver,33060
Female,Urban,High School,9.07,1,4,6375.0,More than 1,A,Platinum,299472
Female,Rural,High School,5.79,0,5,5329.0,More than 1,A,Gold,185580
Female,Rural,High School,52.98,0,4,0.0,More than 1,B,Platinum,390504
Male,Urban,High School,6.4,1,2,2736.0,More than 1,A,Gold,99900
Female,Rural,Bachelor,7.27,1,3,2161.0,1,A,Gold,61008
Male,Rural,Bachelor,5.98,1,2,7181.0,More than 1,A,Platinum,101148
Female,Rural,Bachelor,2.1,0,5,0.0,More than 1,B,Platinum,66924
Male,Rural,Bachelor,8.36,1,3,4063.0,1,A,Platinum,54756
Male,Urban,Others,2.15,1,1,4246.0,More than 1,A,Platinum,30792
Female,Urban,Bachelor,7.19,0,2,7088.0,More than 1,B,Silver,73728
Male,Urban,Bachelor,6.96,0,4,5634.0,More than 1,B,Platinum,40644
Male,Rural,High School,,1,1,0.0,More than 1,A,Silver,61116
Female,Urban,Bachelor,72.92,0,6,5760.0,1,B,Platinum,36180
Male,Rural,Bachelor,8.48,1,2,2108.0,More than 1,,Gold,187860
Male,,Bachelor,7.96,0,7,6283.0,1,A,Gold,33684
Female,,High School,,1,6,5181.0,More than 1,A,Platinum,143148
Female,Rural,High School,6.9,0,5,0.0,More than 1,,Platinum,117972
Male,Rural,Bachelor,65.49,0,5,2763.0,More than 1,B,Platinum,65868
Female,Urban,High School,0.3,1,5,3714.0,More than 1,A,Platinum,54120
Male,Rural,Bachelor,9.9,1,8,2192.0,More than 1,A,Platinum,63852
Male,Rural,High School,8.56,1,5,0.0,More than 1,B,Silver,48396
Female,Urban,Others,15.86,1,6,4734.0,More than 1,C,Platinum,43656
Female,Urban,High School,4.32,0,8,6349.0,More than 1,C,Silver,62664
Male,Urban,Bachelor,7.25,1,2,7006.0,1,A,Gold,31488
Female,Rural,Bachelor,,1,5,3864.0,More than 1,A,Silver,107220
Male,Urban,High School,9.83,1,7,3727.0,More than 1,A,Platinum,92808
Male,Urban,High School,9.89,1,1,7176.0,More than 1,A,Silver,65424
Male,Rural,Bachelor,,1,4,0.0,1,B,Silver,52320
Female,Urban,High School,6.3,1,8,7409.0,1,C,Platinum,31104
Male,Rural,High School,5.19,1,7,0.0,More than 1,B,Gold,67752
Female,Urban,High School,6.12,0,4,10561.0,More than 1,A,Platinum,68400
Male,Urban,High School,9.83,1,7,4015.0,1,,Platinum,33168
Female,,Bachelor,6.06,1,0,2113.0,More than 1,A,Silver,60288
Female,Urban,High School,7.79,0,8,4164.0,More than 1,A,Gold,110520
Male,Urban,Bachelor,3.89,0,4,4851.0,More than 1,B,Platinum,112176
Female,Rural,Bachelor,8.32,1,1,0.0,More than 1,B,Gold,66720
Male,Rural,Bachelor,7.06,1,1,3782.0,More than 1,B,Silver,73860
Male,Urban,High School,31.8,0,0,3666.0,More than 1,A,Gold,59820
Female,Urban,High School,4.77,0,6,8878.0,More than 1,B,Platinum,59412
Male,Urban,High School,7.56,1,4,4493.0,More than 1,B,Silver,107688
Male,Urban,High School,6.31,0,8,2233.0,More than 1,A,Platinum,106548
Male,Rural,High School,6.36,1,1,2777.0,More than 1,A,Platinum,95916
Female,Rural,High School,4.2,1,2,0.0,More than 1,A,Platinum,35040
Male,,Bachelor,57.89,1,4,6338.0,More than 1,A,Silver,98832
Male,Rural,Bachelor,9.55,0,5,0.0,More than 1,B,Gold,51636
Male,Urban,High School,9.13,0,2,5372.0,More than 1,A,Gold,198108
Female,Urban,High School,7.07,0,1,6303.0,More than 1,C,Gold,61236
Female,Rural,Bachelor,5.9,1,5,2025.0,More than 1,A,Platinum,66240
Female,Rural,Bachelor,6.09,1,4,0.0,1,A,Platinum,48756
Male,Urban,Bachelor,7.77,0,5,6259.0,More than 1,A,Silver,175404
Female,Rural,Others,7.71,0,7,2422.0,More than 1,A,Gold,104364
Male,Urban,Others,75.47,1,8,,1,B,Gold,61428
Female,Rural,High School,8.73,1,7,3310.0,More than 1,A,Silver,73020
Male,Urban,Bachelor,4.32,1,8,11750.0,More than 1,,Platinum,68088
Female,Rural,Bachelor,8.39,1,1,0.0,1,A,Gold,35844
Female,Urban,Bachelor,28.21,0,4,10074.0,More than 1,A,Silver,145836
Male,Rural,Bachelor,,1,7,2980.0,1,B,Platinum,52968
Male,Urban,Bachelor,2.75,0,1,6767.0,More than 1,C,Platinum,96732
Male,Urban,Bachelor,6.56,0,0,8426.0,More than 1,,Platinum,199692
Female,Urban,High School,53.11,0,5,3782.0,More than 1,A,Gold,55800
Male,Urban,High School,7.73,1,5,5546.0,More than 1,A,Platinum,67128
Male,Rural,High School,8.0,0,7,0.0,1,B,Platinum,35784
Female,Rural,High School,49.14,1,8,3050.0,More than 1,A,Platinum,105660
Male,Urban,Bachelor,32.63,1,2,3576.0,1,C,Platinum,62772
Female,Urban,High School,2.19,0,2,9069.0,More than 1,A,Platinum,101628
Female,Urban,Bachelor,3.88,0,2,3501.0,More than 1,A,Platinum,121884
Male,Urban,Bachelor,7.53,0,6,6098.0,More than 1,A,Platinum,94848
Male,Urban,High School,7.9,0,5,4192.0,More than 1,A,Platinum,222672
Female,Urban,High School,7.25,1,7,5806.0,More than 1,A,Platinum,272880
Male,Urban,Bachelor,81.65,1,1,,More than 1,A,Gold,138732
Female,Urban,Bachelor,3.34,0,6,3793.0,More than 1,A,Platinum,443220
Male,Urban,Bachelor,9.88,1,0,3510.0,More than 1,,Silver,67536
Female,Urban,Bachelor,6.25,1,5,0.0,More than 1,A,Gold,94728
Male,Urban,Bachelor,8.74,1,2,5359.0,1,C,Gold,51936
Male,Urban,High School,,1,4,2443.0,More than 1,B,Gold,68760
Male,Urban,High School,7.16,1,6,5714.0,More than 1,B,Platinum,394668
Female,Urban,Bachelor,6.63,0,6,3896.0,More than 1,A,Platinum,252468
Female,Urban,High School,6.32,0,5,6299.0,More than 1,A,Platinum,314280
Male,Rural,Bachelor,4.99,1,6,0.0,More than 1,B,Silver,65736
Female,Urban,High School,7.21,1,0,4936.0,More than 1,A,Platinum,96804
Male,Rural,High School,79.96,0,8,0.0,More than 1,B,Platinum,62652
Male,Urban,Bachelor,8.19,0,1,3003.0,1,C,Platinum,31152
Female,Rural,Bachelor,8.29,1,6,3262.0,More than 1,B,Platinum,59856
Female,Urban,High School,5.37,0,4,5316.0,More than 1,A,Gold,120816
Male,Urban,High School,3.52,1,5,6422.0,1,A,Silver,33252
Female,Urban,Bachelor,2.43,1,6,2051.0,More than 1,A,Gold,62112
Female,Rural,High School,14.5,1,0,0.0,1,A,Silver,42816
Male,Urban,Bachelor,9.23,0,6,,More than 1,B,Platinum,63648
Female,Urban,Bachelor,3.34,0,5,9318.0,More than 1,A,Platinum,104088
Male,Urban,High School,5.65,0,8,5796.0,More than 1,B,Silver,72996
Male,Rural,Bachelor,9.36,0,8,3169.0,More than 1,A,Silver,61932
Male,Rural,High School,7.07,1,6,4136.0,More than 1,B,Platinum,66444
Female,Urban,Bachelor,2.61,0,2,6568.0,More than 1,A,Platinum,64944
Female,Urban,High School,2.5,0,1,3473.0,More than 1,A,Platinum,86136
Male,Rural,Bachelor,7.97,1,2,3129.0,1,A,Silver,36444
Male,Urban,High School,72.39,1,6,2492.0,More than 1,B,Gold,51120
Male,Urban,Bachelor,4.84,1,3,4336.0,More than 1,A,Platinum,63900
Male,Rural,High School,58.92,0,0,3619.0,More than 1,,Platinum,180684
Female,Rural,High School,49.47,1,5,0.0,1,,Gold,34500
Female,Urban,Bachelor,5.07,0,3,7803.0,More than 1,A,Platinum,56604
Male,Rural,High School,56.97,1,1,0.0,More than 1,A,Platinum,71376
Female,Urban,Bachelor,76.53,1,7,5254.0,More than 1,A,Platinum,326460
Female,Rural,High School,5.75,1,1,5537.0,1,A,Platinum,58440
Male,Urban,Bachelor,5.75,1,5,3869.0,More than 1,A,Platinum,451884
Female,Rural,Bachelor,4.24,1,8,12781.0,1,B,Silver,66948
Female,Urban,High School,8.17,0,2,6836.0,More than 1,A,Gold,536184
Male,Urban,High School,,0,1,2142.0,More than 1,A,Platinum,97800
Female,Urban,High School,7.79,0,8,5135.0,More than 1,A,Platinum,110244
Female,Urban,High School,9.68,1,7,3853.0,1,,Platinum,32664
Male,Urban,High School,9.04,1,6,3945.0,1,A,Gold,30840
Male,Urban,High School,5.41,0,7,3205.0,1,A,Gold,106200
Female,Urban,Bachelor,49.12,1,4,3455.0,1,A,Gold,60096
Female,Rural,Bachelor,6.12,1,5,0.0,1,B,Gold,49020
Male,Rural,High School,84.09,1,0,4130.0,More than 1,C,Platinum,101460
Male,Urban,Bachelor,8.78,1,7,4227.0,More than 1,B,Platinum,179160
Female,Urban,High School,6.39,1,6,6623.0,More than 1,A,Platinum,95352
Male,Urban,High School,91.08,1,4,4250.0,More than 1,A,Platinum,69348
Male,Urban,High School,59.18,0,4,5652.0,1,A,Platinum,50316
Female,Rural,Others,6.69,0,3,0.0,1,B,Platinum,34440
Female,Urban,High School,2.8,1,8,5027.0,1,A,Platinum,34140
Male,Urban,Bachelor,4.41,1,7,6502.0,More than 1,A,Silver,79332
Female,Urban,High School,7.27,0,2,5771.0,More than 1,A,Silver,98568
Male,Urban,High School,42.56,0,7,5049.0,More than 1,B,Silver,111372
Male,Urban,Bachelor,3.17,0,2,,More than 1,C,Platinum,70056
Male,,Bachelor,69.73,1,6,6700.0,More than 1,B,Silver,88980
Male,Urban,Bachelor,3.23,0,8,4255.0,More than 1,B,Silver,209052
Female,Urban,Bachelor,3.79,0,2,6226.0,More than 1,A,Platinum,58296
Male,Urban,Bachelor,4.22,0,7,10429.0,More than 1,A,Platinum,65976
Male,Urban,Bachelor,,0,1,5194.0,1,A,Gold,34164
Male,Urban,High School,6.94,1,7,6701.0,More than 1,A,Gold,91056
Male,Urban,Bachelor,2.16,0,5,,More than 1,A,Gold,160488
Male,Urban,Bachelor,2.13,1,8,7538.0,More than 1,,Platinum,69396
Male,Urban,High School,7.81,1,7,13456.0,More than 1,A,Gold,268800
Male,Urban,High School,6.72,1,4,4189.0,More than 1,A,Platinum,98772
Male,Urban,Bachelor,5.95,1,7,2700.0,More than 1,B,Platinum,71604
Male,Rural,Bachelor,6.73,0,6,0.0,1,A,Platinum,56868
Male,Rural,Bachelor,6.08,1,2,3898.0,More than 1,,Platinum,65316
Male,Urban,Bachelor,7.58,0,0,6769.0,More than 1,A,Platinum,481068
Male,Urban,Bachelor,,0,1,9103.0,More than 1,A,Silver,118764
Female,Urban,High School,6.42,0,3,6323.0,1,A,Platinum,43176
Male,Rural,Bachelor,8.48,1,6,3728.0,More than 1,A,Gold,214368
Male,Rural,High School,6.48,0,5,3531.0,More than 1,A,Gold,111876
Female,Rural,High School,5.8,1,4,2157.0,More than 1,B,Silver,69600
Male,Rural,Bachelor,22.57,1,6,2953.0,More than 1,C,Gold,68940
Male,Urban,Bachelor,9.98,1,7,3813.0,1,A,Silver,50064
Female,Urban,High School,4.7,0,5,6922.0,More than 1,A,Gold,62436
Male,Urban,Bachelor,5.37,0,7,4086.0,More than 1,A,Platinum,116808
Male,Urban,Bachelor,7.84,1,8,14434.0,More than 1,A,Platinum,68196
Male,Urban,High School,3.76,0,7,4092.0,1,C,Platinum,33744
Male,Urban,High School,,0,7,10359.0,More than 1,A,Gold,687888
Female,,Bachelor,5.06,1,6,3157.0,More than 1,A,Gold,66948
Male,Urban,High School,5.19,1,8,3959.0,More than 1,,Platinum,68784
Male,,High School,8.61,1,7,0.0,1,B,Silver,53820
Male,Urban,Bachelor,4.97,0,4,7626.0,More than 1,B,Gold,102936
Female,Urban,High School,8.7,0,5,4918.0,More than 1,,Gold,104268
Female,Urban,High School,5.54,0,0,2195.0,More than 1,C,Gold,77592
Female,Urban,Others,2.19,0,1,6058.0,More than 1,A,Platinum,69888
Male,Urban,High School,6.04,1,1,4035.0,More than 1,A,Platinum,109692
Male,Urban,High School,3.96,0,7,6415.0,More than 1,B,Silver,299700
Male,Urban,High School,3.59,0,1,9802.0,More than 1,A,Platinum,73092
Male,Urban,Bachelor,,1,7,12587.0,More than 1,A,Gold,66156
Female,Urban,High School,9.37,0,8,4471.0,More than 1,A,Platinum,215448
Female,Urban,Bachelor,5.0,0,7,3923.0,More than 1,A,Platinum,71508
Female,Urban,High School,7.48,1,8,2045.0,More than 1,A,Gold,103512
Male,Urban,Bachelor,39.44,0,7,6557.0,1,A,Platinum,73236
Female,Urban,Bachelor,8.29,0,4,8034.0,More than 1,,Gold,70620
Male,Urban,High School,9.17,0,3,6061.0,More than 1,B,Silver,34656
Female,Rural,High School,7.66,0,3,3471.0,1,A,Gold,48096
Male,Urban,High School,31.15,0,6,4238.0,More than 1,A,Platinum,102372
Male,Rural,Bachelor,9.98,1,1,2583.0,More than 1,A,Platinum,109032
Female,,Bachelor,4.87,1,7,0.0,More than 1,A,Platinum,134508
Male,Urban,Bachelor,33.77,1,6,2431.0,1,B,Silver,38376
Male,Urban,High School,3.33,1,4,3971.0,More than 1,A,Platinum,70368
Male,Rural,Bachelor,52.92,0,2,,More than 1,,Platinum,71400
Female,Rural,Bachelor,3.55,0,5,3697.0,More than 1,A,Platinum,113508
Female,Urban,Others,7.97,0,8,4935.0,1,A,Gold,34680
Female,Urban,Bachelor,9.8,0,5,6225.0,1,A,Silver,32748
Female,Rural,Bachelor,8.53,1,8,0.0,1,A,Gold,49896
Female,Rural,High School,28.45,0,1,3697.0,More than 1,C,Gold,68316
Female,Urban,Bachelor,6.75,1,6,7365.0,More than 1,A,Platinum,66456
Male,Urban,High School,6.7,1,2,15597.0,1,A,Gold,53532
Female,Rural,High School,31.85,0,8,8004.0,More than 1,A,Silver,113688
Female,Urban,Bachelor,2.97,1,8,0.0,More than 1,B,Platinum,71004
Male,Urban,High School,,1,2,4009.0,More than 1,A,Platinum,95640
Male,Rural,High School,7.43,1,5,2314.0,More than 1,A,Silver,62520
Male,Urban,Bachelor,15.68,1,8,3960.0,More than 1,A,Platinum,72600
Male,Urban,Bachelor,2.75,1,1,4161.0,1,A,Platinum,60276
Male,Urban,High School,9.21,0,5,2186.0,1,A,Platinum,47808
Female,Urban,Bachelor,5.89,1,8,3956.0,More than 1,A,Gold,105012
Female,Urban,High School,4.12,1,6,4128.0,More than 1,A,Silver,64644
Male,Urban,High School,5.98,1,4,3396.0,More than 1,,Platinum,51552
Female,Rural,Bachelor,5.94,0,4,0.0,1,C,Platinum,37656
